bin,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
2.600000000000000000e+01,-1.831216387641845245e-01,-9.994154146397847827e-01,-9.999092042625951082e-01,-9.493695608761352212e-01,9.999092042625951082e-01,-8.870827709357770319e-01,9.999092042625951082e-01,-9.774875336065017573e-01,6.310435251693794489e-01,6.271141045462077512e-01
2.700000000000000000e+01,-3.697273105591744047e-01,-9.991910368061067693e-01,-9.999092042625951082e-01,-9.861273608333563923e-01,9.999092042625951082e-01,-3.186710481723102895e-01,9.999092042625951082e-01,-9.774875336065017573e-01,9.307386961850324658e-01,5.488497469793469641e-01
2.800000000000000000e+01,-4.905207301817943177e-01,-9.943568323537990139e-01,-9.999092042625951082e-01,-9.946766622154487036e-01,9.999092042625951082e-01,4.296635053467664500e-01,9.999092042625951082e-01,-9.774875336065017573e-01,9.891202303226396264e-01,4.799520745175877012e-01
2.900000000000000000e+01,-5.816916968356768969e-01,-9.812086588175785717e-01,-9.999092042625951082e-01,-9.976758997342461965e-01,9.999092042625951082e-01,8.147254072606140429e-01,9.999092042625951082e-01,-9.774875336065017573e-01,2.542284537874227590e-01,4.235230627648904900e-01
3.000000000000000000e+01,-6.453229667697119032e-01,-9.854855709247534179e-01,-9.999092042625951082e-01,-9.988001447882928208e-01,9.999092042625951082e-01,9.333798437676099624e-01,9.999092042625951082e-01,-9.774875336065017573e-01,3.801526638915729284e-01,3.662383902975026584e-01
3.100000000000000000e+01,-7.189674464724219449e-01,-9.935860095590407504e-01,-9.999092042625951082e-01,-9.995095303628953598e-01,9.999092042625951082e-01,9.842642493918993818e-01,9.999092042625951082e-01,-9.774875336065017573e-01,1.079448800095854505e-01,2.979740330456165931e-01
3.200000000000000000e+01,-7.775810690565081451e-01,-9.934949166299041901e-01,-9.999092042625951082e-01,-9.997935690461965397e-01,9.999092042625951082e-01,9.961765864752553101e-01,9.999092042625951082e-01,-9.774875336065017573e-01,1.369490313363734835e-01,2.299284252845746890e-01
3.300000000000000000e+01,-8.264849920524882654e-01,-9.852889743289841018e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,9.999092042625951082e-01,9.991136722449521779e-01,9.999092042625951082e-01,-9.774875336065017573e-01,-9.231678663569595211e-02,1.617385214195305176e-01
3.400000000000000000e+01,-8.562693601310691349e-01,-9.879704440091340301e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,9.999092042625951082e-01,9.997008423918573028e-01,9.999092042625951082e-01,-9.774875336065017573e-01,9.999092042625951082e-01,1.239330516369302193e-01
3.500000000000000000e+01,-8.905719994843873666e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,9.999092042625951082e-01,9.999092042625951082e-01,9.999092042625951082e-01,-9.774875336065017573e-01,9.999092042625951082e-01,7.494779544773148838e-02
